placement,filler_family,target_added_tokens,actual_added_tokens,pair_id,unordered_pair_id,donor_entity,recipient_entity,role,P_subject,P_readout,subject_to_readout_distance,stable_crossover_layer,steepest_subject_decline_layer,steepest_subject_decline,steepest_readout_increase_layer,steepest_readout_increase,strongest_attention_transfer_layer,strongest_attention_transfer_effect,subject_recovery_auc,readout_recovery_auc,post_subject_recovery_auc,intermediate_recovery_auc,intermediate_peak_recovery,intermediate_peak_layer
gap,meadow,0,0,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],10,8,26.0,24,-0.22608695652173905,24,0.20869565217391312,26,0.1956521739130435,26.582608695652173,9.38695652173913,13.413043478260867,4.069565217391303,0.2347826086956521,24
gap,meadow,0,0,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],10,8,24.0,24,-0.27536231884057977,24,0.3623188405797101,24,0.2681159420289855,19.594202898550723,7.9275362318840585,9.927536231884057,2.4782608695652164,0.2318840579710145,26
gap,meadow,0,0,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],10,8,26.0,24,-0.328125,24,0.1875,26,0.21875,24.53125,8.4453125,11.40625,2.828125,0.25,26
gap,meadow,0,0,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],10,8,26.0,24,-0.234375,26,0.3125,26,0.203125,23.671875,7.1953125,10.3515625,3.1875,0.328125,26
gap,meadow,8,8,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],18,16,29.0,24,-0.27419354838709675,31,0.24193548387096786,31,0.24193548387096778,24.29032258064516,6.774193548387096,12.032258064516128,5.524193548387096,0.2741935483870967,24
gap,meadow,8,8,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],18,16,30.0,24,-0.24193548387096786,31,0.27419354838709675,31,0.24999999999999997,23.016129032258064,6.04032258064516,10.701612903225806,4.75806451612903,0.2419354838709677,24
gap,meadow,8,8,company_Apple_into_Google,company_Apple_Google,Apple,Google,company,[2],18,16,31.0,24,-0.14925373134328357,34,0.23880597014925364,34,0.20895522388059698,23.55223880597015,3.1716417910447765,6.343283582089551,2.544776119402984,0.2537313432835821,26
gap,meadow,8,8,company_Google_into_Apple,company_Apple_Google,Google,Apple,company,[2],18,16,31.0,34,-0.2238805970149254,31,0.19402985074626872,34,0.20149253731343283,28.813432835820898,5.492537313432835,11.380597014925373,6.649253731343283,0.3880597014925373,27
gap,meadow,8,8,composer_Bach_into_Mozart,composer_Bach_Mozart,Bach,Mozart,composer,[2],18,16,32.0,32,-0.2321428571428572,34,0.3214285714285714,32,0.23214285714285715,28.00892857142857,3.0892857142857144,4.8392857142857135,1.5446428571428559,0.125,32
gap,meadow,8,8,composer_Mozart_into_Bach,composer_Bach_Mozart,Mozart,Bach,composer,[2],18,16,32.0,32,-0.3392857142857143,32,0.1964285714285714,34,0.2321428571428571,30.25,4.973214285714286,6.937499999999999,1.803571428571428,0.1785714285714285,26
gap,meadow,8,8,country_France_into_Japan,country_France_Japan,France,Japan,country,[2],18,16,31.0,31,-0.35443037974683544,31,0.468354430379747,31,0.430379746835443,26.08227848101266,4.487341772151899,7.696202531645569,3.088607594936708,0.2278481012658227,26
gap,meadow,8,8,country_Japan_into_France,country_France_Japan,Japan,France,country,[2],18,16,31.0,31,-0.41772151898734183,31,0.379746835443038,31,0.379746835443038,27.40506329113924,5.006329113924049,8.968354430379746,3.658227848101264,0.2278481012658227,26
gap,meadow,8,8,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,Darwin,Einstein,scientist,[2],18,16,31.0,33,-0.17241379310344832,34,0.1724137931034484,33,0.15517241379310348,25.59195402298851,4.017241379310345,4.333333333333335,0.36781609195402365,0.1379310344827586,26
gap,meadow,8,8,scientist_Darwin_into_Newton,scientist_Darwin_Newton,Darwin,Newton,scientist,[2],18,16,31.0,34,-0.217391304347826,34,0.19565217391304357,34,0.22282608695652167,26.38586956521739,4.804347826086956,7.038043478260869,2.124999999999999,0.1413043478260869,24
gap,meadow,8,8,scientist_Einstein_into_Darwin,scientist_Darwin_Einstein,Einstein,Darwin,scientist,[2],18,16,31.0,34,-0.2068965517241379,33,0.1724137931034483,33,0.18390804597701144,30.741379310344822,5.833333333333333,9.339080459770113,3.2643678160919523,0.1724137931034483,26
gap,meadow,8,8,scientist_Einstein_into_Newton,scientist_Einstein_Newton,Einstein,Newton,scientist,[2],18,16,31.0,34,-0.30508474576271194,34,0.2033898305084746,34,0.23728813559322037,29.40677966101695,6.0677966101694905,9.610169491525422,3.737288135593219,0.2033898305084746,28
gap,meadow,8,8,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],18,16,31.0,34,-0.20652173913043478,34,0.23913043478260876,34,0.20652173913043476,28.043478260869563,5.516304347826087,8.706521739130434,3.157608695652173,0.1521739130434782,26
gap,meadow,8,8,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],18,16,31.0,34,-0.18644067796610178,34,0.3220338983050848,34,0.23728813559322035,25.26271186440678,4.73728813559322,5.652542372881356,1.4999999999999993,0.135593220338983,26
gap,meadow,8,8,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],18,16,32.0,34,-0.2615384615384614,34,0.23076923076923062,34,0.22307692307692317,30.276923076923076,5.407692307692307,7.538461538461538,1.8769230769230758,0.1384615384615384,27
gap,meadow,8,8,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],18,16,32.0,34,-0.2153846153846154,34,0.24615384615384606,34,0.23846153846153847,27.538461538461533,3.338461538461538,4.623076923076924,1.3461538461538465,0.1846153846153846,26
gap,meadow,32,35,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],45,43,29.0,24,-0.28985507246376807,31,0.27536231884057977,31,0.21739130434782608,24.152173913043477,6.297101449275361,11.768115942028984,5.340579710144926,0.2463768115942029,11
gap,meadow,32,35,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],45,43,29.0,24,-0.24637681159420283,31,0.23188405797101458,31,0.23188405797101452,23.15942028985507,6.028985507246377,10.91304347826087,4.71014492753623,0.2753623188405797,24
gap,meadow,32,35,company_Apple_into_Google,company_Apple_Google,Apple,Google,company,[2],45,43,31.0,34,-0.21875,34,0.234375,34,0.2421875,26.0234375,4.9296875,8.2734375,3.6484375,0.234375,26
gap,meadow,32,35,company_Google_into_Apple,company_Apple_Google,Google,Apple,company,[2],45,43,31.0,34,-0.21875,34,0.25,34,0.234375,26.875,5.171875,9.0625,3.984375,0.21875,26
gap,meadow,32,35,composer_Bach_into_Mozart,composer_Bach_Mozart,Bach,Mozart,composer,[2],45,43,34.0,34,-0.4074074074074074,34,0.5,34,0.42592592592592593,29.037037037037038,2.3518518518518516,3.5833333333333335,0.8148148148148141,0.1296296296296296,34
gap,meadow,32,35,composer_Mozart_into_Bach,composer_Bach_Mozart,Mozart,Bach,composer,[2],45,43,34.0,34,-0.4814814814814816,34,0.38888888888888895,34,0.42592592592592593,31.370370370370377,4.49074074074074,5.666666666666666,1.6666666666666659,0.1296296296296296,26
gap,meadow,32,35,country_France_into_Japan,country_France_Japan,France,Japan,country,[2],45,43,31.0,31,-0.2380952380952381,31,0.4523809523809524,31,0.32738095238095244,23.65476190476191,5.0476190476190474,8.910714285714285,3.5714285714285703,0.1904761904761904,24
gap,meadow,32,35,country_Japan_into_France,country_France_Japan,Japan,France,country,[2],45,43,31.0,31,-0.3571428571428572,31,0.2738095238095238,31,0.3392857142857142,26.101190476190478,6.3809523809523805,11.351190476190474,4.88095238095238,0.2619047619047619,10
gap,meadow,32,35,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,Darwin,Einstein,scientist,[2],45,43,32.0,34,-0.1791044776119403,34,0.34328358208955223,34,0.21641791044776118,22.238805970149254,3.0522388059701493,2.5223880597014934,-0.8656716417910442,0.0746268656716417,26
gap,meadow,32,35,scientist_Darwin_into_Newton,scientist_Darwin_Newton,Darwin,Newton,scientist,[2],45,43,32.0,34,-0.2941176470588235,34,0.3382352941176471,34,0.27941176470588225,24.323529411764707,3.6544117647058814,4.48529411764706,0.5661764705882355,0.1470588235294117,23
gap,meadow,32,35,scientist_Einstein_into_Darwin,scientist_Darwin_Einstein,Einstein,Darwin,scientist,[2],45,43,32.0,34,-0.3582089552238807,34,0.17910447761194026,34,0.22388059701492544,32.11940298507463,7.470149253731343,12.746268656716417,5.619402985074625,0.2388059701492537,11
gap,meadow,32,35,scientist_Einstein_into_Newton,scientist_Einstein_Newton,Einstein,Newton,scientist,[2],45,43,32.0,34,-0.4761904761904761,34,0.2857142857142857,34,0.34523809523809523,29.940476190476186,5.214285714285714,9.309523809523808,3.9761904761904745,0.2142857142857142,21
gap,meadow,32,35,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],45,43,32.0,34,-0.35294117647058826,34,0.27941176470588236,34,0.30147058823529405,30.477941176470587,6.242647058823528,10.823529411764705,4.580882352941174,0.2352941176470588,14
gap,meadow,32,35,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],45,43,32.0,34,-0.2857142857142857,34,0.4047619047619047,34,0.34523809523809523,25.5,3.9761904761904754,5.035714285714285,1.345238095238095,0.1428571428571428,34
gap,meadow,32,35,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],45,43,32.0,34,-0.2419354838709677,34,0.24193548387096775,34,0.23387096774193547,29.717741935483872,5.330645161290322,7.15322580645161,2.2338709677419333,0.1129032258064516,23
gap,meadow,32,35,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],45,43,32.0,34,-0.2580645161290322,34,0.24193548387096775,34,0.23387096774193547,27.71774193548387,3.604838709677419,5.25,1.1693548387096768,0.1129032258064516,26
gap,meadow,64,69,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],79,77,29.0,24,-0.23636363636363644,31,0.21818181818181825,34,0.21818181818181812,23.118181818181817,5.736363636363636,11.954545454545453,5.963636363636363,0.2727272727272727,24
gap,meadow,64,69,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],79,77,29.0,24,-0.2,34,0.21818181818181825,34,0.20909090909090902,23.054545454545455,6.345454545454544,11.945454545454542,5.627272727272727,0.2909090909090909,25
gap,meadow,64,69,company_Apple_into_Google,company_Apple_Google,Apple,Google,company,[2],79,77,31.0,34,-0.2898550724637681,34,0.26086956521739135,34,0.2681159420289855,28.318840579710145,4.673913043478261,8.65942028985507,3.9130434782608687,0.2318840579710145,26
gap,meadow,64,69,company_Google_into_Apple,company_Apple_Google,Google,Apple,company,[2],79,77,31.0,34,-0.2318840579710145,34,0.3188405797101449,34,0.28260869565217395,26.239130434782613,3.7898550724637685,6.55072463768116,2.376811594202898,0.1884057971014492,26
gap,meadow,64,69,composer_Bach_into_Mozart,composer_Bach_Mozart,Bach,Mozart,composer,[2],79,77,34.0,34,-0.4166666666666667,34,0.5208333333333333,34,0.40625,28.322916666666664,1.666666666666667,2.291666666666666,0.40624999999999983,0.1041666666666666,27
gap,meadow,64,69,composer_Mozart_into_Bach,composer_Bach_Mozart,Mozart,Bach,composer,[2],79,77,34.0,34,-0.5208333333333334,34,0.39583333333333337,34,0.4375,32.60416666666666,4.96875,6.499999999999999,1.9166666666666659,0.1041666666666666,26
gap,meadow,64,69,country_France_into_Japan,country_France_Japan,France,Japan,country,[2],79,77,31.0,31,-0.2608695652173914,31,0.45652173913043476,31,0.3369565217391304,24.076086956521735,4.923913043478261,8.320652173913043,3.201086956521737,0.1521739130434782,24
gap,meadow,64,69,country_Japan_into_France,country_France_Japan,Japan,France,country,[2],79,77,31.0,31,-0.38043478260869573,31,0.31521739130434784,31,0.358695652173913,26.548913043478265,6.184782608695651,11.081521739130434,4.864130434782607,0.3043478260869565,10
gap,meadow,64,69,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,Darwin,Einstein,scientist,[2],79,77,32.0,34,-0.2068965517241379,34,0.41379310344827586,34,0.24137931034482762,22.99137931034483,2.681034482758621,2.2672413793103456,-0.698275862068965,0.0862068965517241,34
gap,meadow,64,69,scientist_Darwin_into_Newton,scientist_Darwin_Newton,Darwin,Newton,scientist,[2],79,77,33.0,34,-0.3035714285714285,34,0.3928571428571428,34,0.2946428571428571,23.187499999999996,2.2321428571428577,2.9910714285714293,0.03571428571428614,0.1428571428571428,23
gap,meadow,64,69,scientist_Einstein_into_Darwin,scientist_Darwin_Einstein,Einstein,Darwin,scientist,[2],79,77,32.0,34,-0.4310344827586206,34,0.18965517241379326,34,0.25,32.85344827586207,7.206896551724136,12.086206896551722,5.301724137931033,0.2413793103448276,23
gap,meadow,64,69,scientist_Einstein_into_Newton,scientist_Einstein_Newton,Einstein,Newton,scientist,[2],79,77,33.0,34,-0.4594594594594595,34,0.32432432432432434,34,0.35135135135135137,28.472972972972975,3.9864864864864864,8.067567567567567,3.175675675675675,0.2162162162162162,26
gap,meadow,64,69,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],79,77,32.0,34,-0.3928571428571428,34,0.2678571428571429,34,0.31250000000000006,32.044642857142854,7.241071428571426,11.857142857142858,5.241071428571427,0.2678571428571428,15
gap,meadow,64,69,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],79,77,33.0,34,-0.32432432432432434,34,0.4054054054054055,34,0.36486486486486486,26.7972972972973,4.594594594594594,6.486486486486486,2.5945945945945934,0.1891891891891892,34
gap,meadow,64,69,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],79,77,33.0,34,-0.2916666666666667,34,0.29166666666666663,34,0.2569444444444444,29.82638888888889,3.63888888888889,5.125,0.8055555555555546,0.0694444444444444,29
gap,meadow,64,69,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],79,77,33.0,34,-0.2916666666666666,34,0.29166666666666674,34,0.2777777777777778,29.854166666666668,3.5486111111111125,5.1388888888888875,1.1666666666666647,0.1111111111111111,27
gap,meadow,128,125,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],135,133,31.0,34,-0.2653061224489796,34,0.34693877551020424,34,0.3571428571428572,25.11224489795918,5.489795918367347,10.193877551020408,4.989795918367345,0.2244897959183673,24
gap,meadow,128,125,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],135,133,31.0,34,-0.3061224489795918,34,0.3265306122448981,34,0.34693877551020413,24.938775510204085,5.520408163265306,9.683673469387754,4.357142857142856,0.2244897959183673,25
gap,meadow,128,125,company_Apple_into_Google,company_Apple_Google,Apple,Google,company,[2],135,133,32.0,34,-0.2637362637362638,34,0.27472527472527464,34,0.2912087912087912,29.13186813186813,4.41208791208791,7.802197802197801,3.2747252747252733,0.1758241758241758,26
gap,meadow,128,125,company_Google_into_Apple,company_Apple_Google,Google,Apple,company,[2],135,133,32.0,34,-0.2637362637362637,34,0.3076923076923077,34,0.29670329670329665,27.4010989010989,3.901098901098901,5.939560439560438,1.862637362637361,0.1538461538461538,26
gap,meadow,128,125,composer_Bach_into_Mozart,composer_Bach_Mozart,Bach,Mozart,composer,[2],135,133,32.0,34,-0.3947368421052631,34,0.4078947368421054,34,0.3289473684210526,30.934210526315788,2.7697368421052633,3.8355263157894735,0.6184210526315786,0.0657894736842105,32
gap,meadow,128,125,composer_Mozart_into_Bach,composer_Bach_Mozart,Mozart,Bach,composer,[2],135,133,33.0,34,-0.4078947368421052,34,0.39473684210526305,34,0.3355263157894737,31.164473684210524,3.644736842105263,4.072368421052631,1.0394736842105259,0.1184210526315789,26
gap,meadow,128,125,country_France_into_Japan,country_France_Japan,France,Japan,country,[2],135,133,31.0,31,-0.36111111111111116,31,0.537037037037037,31,0.4398148148148148,26.87962962962963,4.111111111111111,5.944444444444442,1.9444444444444429,0.1203703703703703,24
gap,meadow,128,125,country_Japan_into_France,country_France_Japan,Japan,France,country,[2],135,133,31.0,31,-0.4814814814814815,31,0.40740740740740744,31,0.44907407407407407,29.11111111111111,4.958333333333333,8.129629629629628,3.1342592592592577,0.1574074074074074,24
gap,meadow,128,125,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,Darwin,Einstein,scientist,[2],135,133,32.0,34,-0.2087912087912088,34,0.35164835164835184,34,0.2472527472527472,26.17032967032967,3.554945054945055,3.664835164835166,-0.4175824175824171,0.0549450549450549,26
gap,meadow,128,125,scientist_Darwin_into_Newton,scientist_Darwin_Newton,Darwin,Newton,scientist,[2],135,133,33.0,34,-0.4130434782608695,34,0.38043478260869557,34,0.375,28.521739130434785,3.1739130434782608,4.179347826086956,0.7119565217391302,0.108695652173913,23
gap,meadow,128,125,scientist_Einstein_into_Darwin,scientist_Darwin_Einstein,Einstein,Darwin,scientist,[2],135,133,33.0,34,-0.3736263736263736,34,0.23076923076923062,34,0.24175824175824168,31.346153846153847,5.510989010989011,8.664835164835162,3.0934065934065917,0.1538461538461538,25
gap,meadow,128,125,scientist_Einstein_into_Newton,scientist_Einstein_Newton,Einstein,Newton,scientist,[2],135,133,33.0,34,-0.5606060606060606,34,0.33333333333333337,34,0.40909090909090906,31.4469696969697,4.6060606060606055,7.621212121212119,2.886363636363635,0.1666666666666666,26
gap,meadow,128,125,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],135,133,33.0,34,-0.391304347826087,34,0.4130434782608694,34,0.3586956521739131,30.842391304347828,3.847826086956521,6.467391304347824,2.67391304347826,0.1413043478260869,23
gap,meadow,128,125,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],135,133,33.0,34,-0.3333333333333333,34,0.5454545454545456,34,0.409090909090909,27.265151515151516,2.7424242424242427,3.401515151515152,0.7651515151515147,0.106060606060606,34
gap,meadow,128,125,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],135,133,32.0,34,-0.2560975609756097,34,0.2682926829268293,34,0.21341463414634146,29.3109756097561,4.4695121951219505,5.914634146341462,0.9695121951219502,0.073170731707317,24
gap,meadow,128,125,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],135,133,32.0,34,-0.2317073170731707,34,0.2682926829268293,34,0.23170731707317072,29.073170731707318,3.847560975609756,5.597560975609754,1.3536585365853648,0.1097560975609756,26
gap,room,0,0,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],10,8,24.0,24,-0.4819277108433735,24,0.4216867469879519,24,0.30722891566265054,22.801204819277107,9.03012048192771,13.740963855421684,4.614457831325301,0.2409638554216867,24
gap,room,0,0,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],10,8,24.0,24,-0.4457831325301206,24,0.2891566265060241,24,0.31325301204819284,21.343373493975903,8.746987951807228,12.180722891566266,3.054216867469878,0.1927710843373494,25
gap,room,0,0,company_Apple_into_Google,company_Apple_Google,Apple,Google,company,[2],10,8,25.0,24,-0.28,24,0.26,24,0.19999999999999998,21.41,6.55,11.82,4.36,0.32,26
gap,room,0,0,company_Google_into_Apple,company_Apple_Google,Google,Apple,company,[2],10,8,24.0,24,-0.32000000000000006,24,0.24,24,0.21000000000000002,23.23,7.68,13.700000000000001,5.74,0.34,26
gap,room,0,0,composer_Bach_into_Mozart,composer_Bach_Mozart,Bach,Mozart,composer,[2],10,8,26.0,26,-0.2678571428571429,26,0.2500000000000001,26,0.21428571428571425,26.705357142857142,7.767857142857143,10.089285714285714,2.1874999999999982,0.1964285714285714,26
gap,room,0,0,composer_Mozart_into_Bach,composer_Bach_Mozart,Mozart,Bach,composer,[2],10,8,26.0,26,-0.2857142857142857,26,0.25,26,0.2321428571428571,24.857142857142858,6.321428571428572,8.303571428571429,1.8749999999999991,0.2321428571428571,26
gap,room,0,0,country_France_into_Japan,country_France_Japan,France,Japan,country,[2],10,8,24.0,24,-0.5,24,0.28409090909090917,24,0.26136363636363635,23.426136363636367,8.02840909090909,11.551136363636365,3.301136363636362,0.25,26
gap,room,0,0,country_Japan_into_France,country_France_Japan,Japan,France,country,[2],10,8,24.0,24,-0.48863636363636365,24,0.36363636363636376,24,0.24999999999999997,23.38068181818182,8.352272727272727,11.647727272727273,3.249999999999999,0.25,26
gap,room,0,0,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,Darwin,Einstein,scientist,[2],10,8,26.0,24,-0.3173076923076924,26,0.2884615384615385,24,0.2211538461538461,21.40865384615384,4.966346153846155,6.120192307692308,1.0480769230769225,0.1923076923076923,26
gap,room,0,0,scientist_Darwin_into_Newton,scientist_Darwin_Newton,Darwin,Newton,scientist,[2],10,8,26.0,24,-0.19130434782608696,26,0.24347826086956528,26,0.17826086956521733,21.63913043478261,5.526086956521739,8.469565217391304,1.5608695652173907,0.1826086956521739,26
gap,room,0,0,scientist_Einstein_into_Darwin,scientist_Darwin_Einstein,Einstein,Darwin,scientist,[2],10,8,26.0,24,-0.3076923076923077,24,0.2788461538461539,26,0.1538461538461538,29.000000000000007,10.163461538461537,13.490384615384615,3.1874999999999987,0.25,26
gap,room,0,0,scientist_Einstein_into_Newton,scientist_Einstein_Newton,Einstein,Newton,scientist,[2],10,8,24.0,24,-0.4057971014492754,24,0.24637681159420294,24,0.26086956521739135,25.188405797101446,11.326086956521737,15.079710144927537,3.2898550724637667,0.1884057971014492,25
gap,room,0,0,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],10,8,26.0,24,-0.22608695652173905,24,0.20869565217391312,26,0.1956521739130435,26.582608695652173,9.38695652173913,13.413043478260867,4.069565217391303,0.2347826086956521,24
gap,room,0,0,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],10,8,24.0,24,-0.27536231884057977,24,0.3623188405797101,24,0.2681159420289855,19.594202898550723,7.9275362318840585,9.927536231884057,2.4782608695652164,0.2318840579710145,26
gap,room,0,0,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],10,8,26.0,24,-0.328125,24,0.1875,26,0.21875,24.53125,8.4453125,11.40625,2.828125,0.25,26
gap,room,0,0,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],10,8,26.0,24,-0.234375,26,0.3125,26,0.203125,23.671875,7.1953125,10.3515625,3.1875,0.328125,26
gap,room,8,8,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],18,16,26.0,24,-0.3411764705882353,24,0.2470588235294118,24,0.24117647058823533,22.84117647058823,7.547058823529411,14.18235294117647,6.44705882352941,0.3411764705882353,10
gap,room,8,8,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],18,16,26.0,24,-0.18823529411764706,24,0.2705882352941177,24,0.24705882352941172,20.823529411764707,7.523529411764704,12.158823529411764,4.299999999999999,0.2352941176470588,10
gap,room,8,8,company_Apple_into_Google,company_Apple_Google,Apple,Google,company,[2],18,16,27.0,24,-0.25806451612903225,24,0.17741935483870971,24,0.20967741935483872,24.935483870967744,6.274193548387097,9.556451612903224,3.072580645161289,0.1774193548387097,26
gap,room,8,8,company_Google_into_Apple,company_Apple_Google,Google,Apple,company,[2],18,16,27.0,24,-0.24193548387096775,24,0.2419354838709678,24,0.20967741935483872,25.475806451612904,6.564516129032258,10.064516129032258,3.86290322580645,0.1935483870967742,26
gap,room,8,8,composer_Bach_into_Mozart,composer_Bach_Mozart,Bach,Mozart,composer,[2],18,16,29.0,26,-0.18604651162790703,34,0.2325581395348837,26,0.1627906976744186,25.534883720930228,4.9767441860465125,6.837209302325581,1.3023255813953485,0.1627906976744186,26
gap,room,8,8,composer_Mozart_into_Bach,composer_Bach_Mozart,Mozart,Bach,composer,[2],18,16,29.0,32,-0.20930232558139542,26,0.18604651162790703,26,0.17441860465116277,28.13953488372093,6.616279069767441,9.453488372093023,3.2558139534883703,0.2325581395348837,26
gap,room,8,8,country_France_into_Japan,country_France_Japan,France,Japan,country,[2],18,16,26.0,24,-0.3370786516853933,31,0.2808988764044944,24,0.2303370786516854,23.668539325842698,6.713483146067414,10.02808988764045,3.4999999999999982,0.1797752808988764,26
gap,room,8,8,country_Japan_into_France,country_France_Japan,Japan,France,country,[2],18,16,26.0,31,-0.2584269662921348,24,0.348314606741573,24,0.23595505617977525,24.820224719101123,7.224719101123593,11.292134831460674,3.848314606741572,0.1910112359550561,24
gap,room,8,8,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,Darwin,Einstein,scientist,[2],18,16,27.0,23,-0.1643835616438356,24,0.2054794520547945,24,0.15753424657534246,23.24657534246575,7.267123287671233,8.815068493150685,1.8150684931506849,0.1643835616438356,26
gap,room,8,8,scientist_Darwin_into_Newton,scientist_Darwin_Newton,Darwin,Newton,scientist,[2],18,16,27.0,23,-0.1917808219178082,24,0.1643835616438356,34,0.1780821917808219,23.102739726027398,6.691780821917808,9.650684931506849,3.0890410958904106,0.1917808219178082,23
gap,room,8,8,scientist_Einstein_into_Darwin,scientist_Darwin_Einstein,Einstein,Darwin,scientist,[2],18,16,27.0,24,-0.2191780821917808,23,0.1506849315068493,24,0.178082191780822,26.0958904109589,7.184931506849315,11.746575342465752,4.2465753424657535,0.2054794520547945,11
gap,room,8,8,scientist_Einstein_into_Newton,scientist_Einstein_Newton,Einstein,Newton,scientist,[2],18,16,27.0,34,-0.3023255813953487,24,0.18604651162790703,34,0.2325581395348837,24.662790697674417,6.418604651162791,10.790697674418603,4.63953488372093,0.2325581395348837,21
gap,room,8,8,scientist_Newton_into_Darwin,scientist_Darwin_Newton,Newton,Darwin,scientist,[2],18,16,27.0,23,-0.1643835616438356,34,0.1917808219178082,34,0.19178082191780826,25.43150684931507,6.767123287671233,11.80821917808219,4.726027397260274,0.2602739726027397,11
gap,room,8,8,scientist_Newton_into_Einstein,scientist_Einstein_Newton,Newton,Einstein,scientist,[2],18,16,27.0,24,-0.16279069767441867,34,0.2790697674418603,34,0.22093023255813954,24.08139534883721,6.720930232558139,10.255813953488369,3.883720930232557,0.2093023255813953,11
gap,room,8,8,writer_Dickens_into_Shakespeare,writer_Dickens_Shakespeare,Dickens,Shakespeare,writer,[2],18,16,30.0,34,-0.2037037037037037,34,0.18518518518518512,34,0.18518518518518523,28.48148148148148,5.314814814814815,6.435185185185185,1.129629629629629,0.1666666666666666,26
gap,room,8,8,writer_Shakespeare_into_Dickens,writer_Dickens_Shakespeare,Shakespeare,Dickens,writer,[2],18,16,30.0,23,-0.14814814814814814,34,0.22222222222222232,34,0.18518518518518517,28.333333333333332,4.537037037037037,6.444444444444444,2.0092592592592577,0.1851851851851851,26
gap,room,32,28,city_Paris_into_Tokyo,city_Paris_Tokyo,Paris,Tokyo,city,[2],38,36,31.0,24,-0.23943661971830982,31,0.2816901408450705,31,0.22535211267605632,22.507042253521128,5.683098591549295,11.007042253521128,4.929577464788731,0.2253521126760563,10
gap,room,32,28,city_Tokyo_into_Paris,city_Paris_Tokyo,Tokyo,Paris,city,[2],38,36,31.0,31,-0.21126760563380279,31,0.22535211267605643,31,0.21126760563380276,24.13380281690141,6.36619718309859,12.380281690140844,6.394366197183098,0.3380281690140845,11
