placement,filler_family,target_added_tokens,actual_added_tokens,layer,value_field,mean,median,std_direction,ci95_low_cluster_bootstrap,ci95_high_cluster_bootstrap,num_directions,num_reciprocal_clusters,bootstrap_seed,bootstrap_resamples
gap,cards,64,68,12,combined_attention_effect,-0.000692016330846193,0.0,0.011557542579122617,-0.004846202154053919,0.0031769875987386884,16,8,20260716,2000
gap,cards,64,68,13,combined_attention_effect,-0.0019071834476677876,0.0,0.00836687030087812,-0.006150707780477835,0.0018187780907937589,16,8,20260716,2000
gap,cards,64,68,14,combined_attention_effect,-0.0023239541907684085,-2.6020852139652106e-17,0.01019506603158744,-0.0069825848474682085,0.0019516628421703524,16,8,20260716,2000
gap,cards,64,68,15,combined_attention_effect,-0.00026907375034756955,0.0,0.007472667422803276,-0.0028381950856225576,0.0024055952702818615,16,8,20260716,2000
gap,cards,64,68,16,combined_attention_effect,-0.0018502066125508994,-2.0816681711721685e-17,0.008270015747054906,-0.005115492434893501,0.0016479599493476208,16,8,20260716,2000
gap,cards,64,68,17,combined_attention_effect,-0.00016328591167907142,0.0,0.008665635646798887,-0.004330562870309409,0.0043290043290043255,16,8,20260716,2000
gap,cards,64,68,18,combined_attention_effect,-0.004330308581991196,-8.673617379884035e-18,0.008051154855041745,-0.006943418814894352,-0.0017795424621461049,16,8,20260716,2000
gap,cards,64,68,19,combined_attention_effect,-0.0030641796469572245,0.0,0.009806976541083836,-0.007188951493261596,0.0005805609915198912,16,8,20260716,2000
gap,cards,64,68,20,combined_attention_effect,-0.0006878381781718133,0.0,0.007094418139637516,-0.005119980825625992,0.002911442464131091,16,8,20260716,2000
gap,cards,64,68,21,combined_attention_effect,-0.001842500323774139,-3.426078865054194e-17,0.006775468792053455,-0.00520071440381769,0.001572188513541259,16,8,20260716,2000
gap,cards,64,68,22,combined_attention_effect,0.007293700075998642,0.007878411910669996,0.009681068370214915,0.002269697047612798,0.01223021245510853,16,8,20260716,2000
gap,cards,64,68,23,combined_attention_effect,0.029445194896272855,0.03325231992929735,0.015273397841062953,0.0193819214761446,0.03813459340306321,16,8,20260716,2000
gap,cards,64,68,24,combined_attention_effect,0.09991281308860772,0.0964912280701754,0.03831242692705725,0.07582117317217323,0.12616135788401073,16,8,20260716,2000
gap,cards,64,68,25,combined_attention_effect,-0.0053492135909015475,-0.003424657534246615,0.011977703767849414,-0.013448757633236906,0.0008154708504214969,16,8,20260716,2000
