placement,filler_family,target_added_tokens,actual_added_tokens,value_field,mean,median,std_direction,ci95_low_cluster_bootstrap,ci95_high_cluster_bootstrap,num_directions,num_reciprocal_clusters,bootstrap_seed,bootstrap_resamples,metric
prefix,meadow,8,8,subject_recovery_auc,26.78740954049904,26.356641604010026,3.173465424338321,25.354861992681816,28.431172976001857,16,8,20260716,2000,subject_recovery_auc
prefix,meadow,32,35,subject_recovery_auc,23.63851106435494,23.61466165413534,2.63232815229306,22.30378259350299,25.024381599933257,16,8,20260716,2000,subject_recovery_auc
prefix,meadow,64,69,subject_recovery_auc,24.322596791717427,24.19135567402894,2.5849616553640096,22.799255932385186,25.876055158985306,16,8,20260716,2000,subject_recovery_auc
prefix,meadow,128,125,subject_recovery_auc,23.921881175758493,23.939426489818793,1.9647674400854644,22.700072627732812,25.008970112204683,16,8,20260716,2000,subject_recovery_auc
prefix,room,0,0,subject_recovery_auc,23.673126447957,23.403409090909093,2.4224595695090647,22.841415157185683,24.57680693457358,16,8,20260716,2000,subject_recovery_auc
prefix,room,8,8,subject_recovery_auc,25.281343147403483,25.291735880398672,2.3977063771695244,23.818505552282744,26.817990694349447,16,8,20260716,2000,subject_recovery_auc
prefix,room,32,28,subject_recovery_auc,25.054731300891888,25.07976585706797,1.8782319076752303,23.90290914744916,26.085228915204922,16,8,20260716,2000,subject_recovery_auc
prefix,room,64,66,subject_recovery_auc,23.75047650482928,23.253196022727273,2.247312312430322,22.829747448553633,24.433349873101346,16,8,20260716,2000,subject_recovery_auc
prefix,room,128,127,subject_recovery_auc,22.947036942555446,23.199493163602074,2.9838332740375417,21.284494791608445,24.332871497490864,16,8,20260716,2000,subject_recovery_auc
gap,cards,0,0,readout_recovery_auc,7.963385957823552,7.977972661396574,1.6460140047554155,7.410103760749772,8.548785044963418,16,8,20260716,2000,readout_recovery_auc
gap,cards,8,10,readout_recovery_auc,6.423846095721547,6.313333333333333,0.8793850928541929,5.914822050143885,6.947757521763688,16,8,20260716,2000,readout_recovery_auc
gap,cards,32,29,readout_recovery_auc,4.644711732221971,4.672968490878938,1.2756660417717878,3.922728577949379,5.385883989948716,16,8,20260716,2000,readout_recovery_auc
gap,cards,64,68,readout_recovery_auc,4.38486581489428,4.302534965034965,1.1089803072243616,3.77441044864499,4.996330433445196,16,8,20260716,2000,readout_recovery_auc
gap,cards,128,126,readout_recovery_auc,3.807391098537138,3.7904040404040407,1.070601376466233,3.31950101841626,4.331582376261563,16,8,20260716,2000,readout_recovery_auc
gap,meadow,0,0,readout_recovery_auc,7.963385957823552,7.977972661396574,1.6460140047554155,7.410103760749772,8.548785044963418,16,8,20260716,2000,readout_recovery_auc
gap,meadow,8,8,readout_recovery_auc,4.9223332248786935,4.989771699819167,1.0873408142318604,4.48232733180161,5.429082969982645,16,8,20260716,2000,readout_recovery_auc
gap,meadow,32,35,readout_recovery_auc,4.9527637763975365,5.109747023809524,1.374081382047926,4.4149323756457015,5.465256342390567,16,8,20260716,2000,readout_recovery_auc
gap,meadow,64,69,readout_recovery_auc,4.588714063617432,4.634253819036427,1.6697404128077316,4.0116100169065145,5.176612071383947,16,8,20260716,2000,readout_recovery_auc
gap,meadow,128,125,readout_recovery_auc,4.1600337649412396,4.006105006105006,0.9037215464887661,3.710877480986223,4.648688368707293,16,8,20260716,2000,readout_recovery_auc
gap,room,0,0,readout_recovery_auc,7.963385957823552,7.977972661396574,1.6460140047554155,7.410103760749772,8.548785044963418,16,8,20260716,2000,readout_recovery_auc
gap,room,8,8,readout_recovery_auc,6.52142931596255,6.702631983992611,0.8784621762868835,5.946443432923967,7.013007172612235,16,8,20260716,2000,readout_recovery_auc
gap,room,32,28,readout_recovery_auc,4.515344761470416,4.415254237288135,1.2418655481625183,3.858272593855384,5.2169736744162565,16,8,20260716,2000,readout_recovery_auc
gap,room,64,66,readout_recovery_auc,4.072895504801892,4.148451983685576,0.844412107494846,3.638639777351468,4.492772427907951,16,8,20260716,2000,readout_recovery_auc
gap,room,128,127,readout_recovery_auc,3.630920063342653,3.8685185185185187,1.1506516348693103,3.2599546782080577,4.033325016859866,16,8,20260716,2000,readout_recovery_auc
prefix,cards,0,0,readout_recovery_auc,7.963385957823552,7.977972661396574,1.6460140047554155,7.410103760749772,8.548785044963418,16,8,20260716,2000,readout_recovery_auc
prefix,cards,8,10,readout_recovery_auc,6.929613598775948,7.112499999999999,1.2172224653154,6.17433528209323,7.626678417071281,16,8,20260716,2000,readout_recovery_auc
prefix,cards,32,29,readout_recovery_auc,7.32906134240692,7.576700561009817,0.9459159554759883,6.7642273945745535,7.849398775981626,16,8,20260716,2000,readout_recovery_auc
prefix,cards,64,68,readout_recovery_auc,7.668381342957829,7.6969351570415405,1.1873754707321018,7.116184708523559,8.289810191308234,16,8,20260716,2000,readout_recovery_auc
prefix,cards,128,126,readout_recovery_auc,8.180049291754587,8.308254293770828,1.1997845894415742,7.5980573756006216,8.737372068778175,16,8,20260716,2000,readout_recovery_auc
prefix,meadow,0,0,readout_recovery_auc,7.963385957823552,7.977972661396574,1.6460140047554155,7.410103760749772,8.548785044963418,16,8,20260716,2000,readout_recovery_auc
prefix,meadow,8,8,readout_recovery_auc,5.341615073940021,5.530075187969924,1.873589250870784,4.272997342997516,6.200458131009454,16,8,20260716,2000,readout_recovery_auc
prefix,meadow,32,35,readout_recovery_auc,7.790058226661773,8.212804476629362,1.8946513546495463,6.652093037520745,8.586873378006194,16,8,20260716,2000,readout_recovery_auc
prefix,meadow,64,69,readout_recovery_auc,7.344052451786646,7.923027563887958,1.67439445837263,6.256933382763074,8.313385576092283,16,8,20260716,2000,readout_recovery_auc
prefix,meadow,128,125,readout_recovery_auc,7.6789749344820155,7.8966000373622265,1.140214764360801,6.9923675704390655,8.363530873133486,16,8,20260716,2000,readout_recovery_auc
prefix,room,0,0,readout_recovery_auc,7.963385957823552,7.977972661396574,1.6460140047554155,7.410103760749772,8.548785044963418,16,8,20260716,2000,readout_recovery_auc
prefix,room,8,8,readout_recovery_auc,6.36515083786793,6.733899821109123,1.1554130814749228,5.5808051080222185,7.047509883819898,16,8,20260716,2000,readout_recovery_auc
prefix,room,32,28,readout_recovery_auc,6.693765312155861,6.802478613731081,0.8302266256868288,6.241478515396525,7.115189018650586,16,8,20260716,2000,readout_recovery_auc
prefix,room,64,66,readout_recovery_auc,7.97359286510633,7.479333963155409,1.6778327309341372,7.29130679319242,8.633458486389534,16,8,20260716,2000,readout_recovery_auc
prefix,room,128,127,readout_recovery_auc,8.04871225819242,7.754950495049505,2.319090256318142,6.9691019851836655,9.548235481375235,16,8,20260716,2000,readout_recovery_auc
gap,cards,0,0,post_subject_recovery_auc,11.33072825135934,11.59943181818182,2.3743470872857397,10.437234423751068,12.17370953292817,16,8,20260716,2000,post_subject_recovery_auc
gap,cards,8,10,post_subject_recovery_auc,10.189313421046945,10.226689408706951,1.5879381924169047,9.291861121151557,11.029983791155555,16,8,20260716,2000,post_subject_recovery_auc
gap,cards,32,29,post_subject_recovery_auc,8.165647993163292,8.92922681673599,2.847856247457958,6.678365027248642,9.6158659710923,16,8,20260716,2000,post_subject_recovery_auc
gap,cards,64,68,post_subject_recovery_auc,7.697401889641079,8.00391363022942,2.454292734531184,6.402556668053907,9.017318165741566,16,8,20260716,2000,post_subject_recovery_auc
gap,cards,128,126,post_subject_recovery_auc,6.174559582393201,6.476797385620913,2.420405124255189,5.113112600068193,7.3165889106715625,16,8,20260716,2000,post_subject_recovery_auc
gap,meadow,0,0,post_subject_recovery_auc,11.33072825135934,11.59943181818182,2.3743470872857397,10.437234423751068,12.17370953292817,16,8,20260716,2000,post_subject_recovery_auc
gap,meadow,8,8,post_subject_recovery_auc,7.858770223594243,7.617332035053554,2.3936415501674086,6.845147193884684,9.020789810480407,16,8,20260716,2000,post_subject_recovery_auc
gap,meadow,32,35,post_subject_recovery_auc,7.928434114357124,8.592075892857142,3.1880574860299946,6.610393436231708,9.259111773486364,16,8,20260716,2000,post_subject_recovery_auc
gap,meadow,64,69,post_subject_recovery_auc,7.582724438235354,7.309146102624363,3.499175442643467,6.1386738294729115,9.098138085578348,16,8,20260716,2000,post_subject_recovery_auc
gap,meadow,128,125,post_subject_recovery_auc,6.319538120491636,5.94200244200244,2.1810141498318973,5.2950736282169935,7.5048720613982685,16,8,20260716,2000,post_subject_recovery_auc
gap,room,0,0,post_subject_recovery_auc,11.33072825135934,11.59943181818182,2.3743470872857397,10.437234423751068,12.17370953292817,16,8,20260716,2000,post_subject_recovery_auc
gap,room,8,8,post_subject_recovery_auc,9.969984738049096,10.046303008336354,2.1322630967104046,8.6571605392346,11.184598865800165,16,8,20260716,2000,post_subject_recovery_auc
gap,room,32,28,post_subject_recovery_auc,7.647481557327595,7.936051042275471,3.17595677120698,6.152525588300908,9.23650887719285,16,8,20260716,2000,post_subject_recovery_auc
gap,room,64,66,post_subject_recovery_auc,6.591174467721624,6.694733796296295,1.9718762411266841,5.62979943868484,7.599005463062152,16,8,20260716,2000,post_subject_recovery_auc
gap,room,128,127,post_subject_recovery_auc,5.915007174033211,5.697434009289678,2.47751522922896,5.066440426519356,6.796687832292478,16,8,20260716,2000,post_subject_recovery_auc
prefix,cards,0,0,post_subject_recovery_auc,11.33072825135934,11.59943181818182,2.3743470872857397,10.437234423751068,12.17370953292817,16,8,20260716,2000,post_subject_recovery_auc
prefix,cards,8,10,post_subject_recovery_auc,9.864220807917132,9.644476372924649,2.0787358574493697,8.531432156776544,11.022787002239381,16,8,20260716,2000,post_subject_recovery_auc
prefix,cards,32,29,post_subject_recovery_auc,10.547270042152071,10.643277310924368,1.6016558837065824,9.560791123243737,11.469287726013913,16,8,20260716,2000,post_subject_recovery_auc
prefix,cards,64,68,post_subject_recovery_auc,10.87691117958528,10.855412513842746,1.6480628906110526,9.969566848137614,11.65120595384971,16,8,20260716,2000,post_subject_recovery_auc
prefix,cards,128,126,post_subject_recovery_auc,11.52002552430758,11.807054204660588,1.6108330243946012,10.771580954479724,12.189727464524534,16,8,20260716,2000,post_subject_recovery_auc
prefix,meadow,0,0,post_subject_recovery_auc,11.33072825135934,11.59943181818182,2.3743470872857397,10.437234423751068,12.17370953292817,16,8,20260716,2000,post_subject_recovery_auc
prefix,meadow,8,8,post_subject_recovery_auc,8.217925654192634,8.704573934837093,3.21827115601901,6.510103344149116,9.70914283296041,16,8,20260716,2000,post_subject_recovery_auc
prefix,meadow,32,35,post_subject_recovery_auc,11.354348041787155,11.393074031231926,2.665920793380925,9.961649594401209,12.695016856984841,16,8,20260716,2000,post_subject_recovery_auc
prefix,meadow,64,69,post_subject_recovery_auc,10.650805348472913,10.838347296268088,2.6375256757759082,9.071192031034592,12.199524251098065,16,8,20260716,2000,post_subject_recovery_auc
prefix,meadow,128,125,post_subject_recovery_auc,11.116472524939926,11.060040431266845,1.9832759000670979,10.027543909835,12.331756238487376,16,8,20260716,2000,post_subject_recovery_auc
prefix,room,0,0,post_subject_recovery_auc,11.33072825135934,11.59943181818182,2.3743470872857397,10.437234423751068,12.17370953292817,16,8,20260716,2000,post_subject_recovery_auc
prefix,room,8,8,post_subject_recovery_auc,9.655650892804294,9.762181616832779,2.4388178148840907,8.101236299582936,11.138511438321826,16,8,20260716,2000,post_subject_recovery_auc
prefix,room,32,28,post_subject_recovery_auc,9.918524151094722,9.891089837997054,1.9308029199457986,8.877075902773868,11.101210255568795,16,8,20260716,2000,post_subject_recovery_auc
prefix,room,64,66,post_subject_recovery_auc,11.275836352205342,11.638494318181817,2.2885149962485607,10.568932987888415,12.227223014312782,16,8,20260716,2000,post_subject_recovery_auc
prefix,room,128,127,post_subject_recovery_auc,12.004143862738966,11.83277345591702,3.069484883857898,10.610249107557177,13.719059201945916,16,8,20260716,2000,post_subject_recovery_auc
gap,cards,0,0,intermediate_recovery_auc,3.1270039818841333,3.187499999999999,1.1907602275969116,2.551211919009936,3.7919295078039426,16,8,20260716,2000,intermediate_recovery_auc
gap,cards,8,10,intermediate_recovery_auc,3.6782507449101676,3.6495614035087702,1.0465486170497853,3.03101696370674,4.260830097785446,16,8,20260716,2000,intermediate_recovery_auc
gap,cards,32,29,intermediate_recovery_auc,3.386390832851772,3.7622464600076526,1.766815895444099,2.526123120332312,4.2018237326767025,16,8,20260716,2000,intermediate_recovery_auc
gap,cards,64,68,intermediate_recovery_auc,3.2759662300762544,3.1703898840885136,1.4468666907353653,2.4932779827380913,4.014246480849145,16,8,20260716,2000,intermediate_recovery_auc
gap,cards,128,126,intermediate_recovery_auc,2.173799660045087,2.514692101740293,1.537986201233375,1.5280778725151125,2.8596109853025493,16,8,20260716,2000,intermediate_recovery_auc
gap,meadow,0,0,intermediate_recovery_auc,3.1270039818841333,3.187499999999999,1.1907602275969116,2.551211919009936,3.7919295078039426,16,8,20260716,2000,intermediate_recovery_auc
gap,meadow,8,8,intermediate_recovery_auc,2.934155956648934,2.816691857169846,1.6630640409855504,2.139231040008259,3.809513996116735,16,8,20260716,2000,intermediate_recovery_auc
gap,meadow,32,35,intermediate_recovery_auc,2.952677757264797,3.609933035714285,1.9669035571615676,2.161581755588883,3.768131569806957,16,8,20260716,2000,intermediate_recovery_auc
gap,meadow,64,69,intermediate_recovery_auc,2.8682265439990084,2.885135135135134,2.147912746482369,1.9300424405593006,3.870471737521024,16,8,20260716,2000,intermediate_recovery_auc
gap,meadow,128,125,intermediate_recovery_auc,2.0785799673551666,1.9035409035409019,1.485588794530633,1.4009332743684404,2.874845818939868,16,8,20260716,2000,intermediate_recovery_auc
gap,room,0,0,intermediate_recovery_auc,3.1270039818841333,3.187499999999999,1.1907602275969116,2.551211919009936,3.7919295078039426,16,8,20260716,2000,intermediate_recovery_auc
gap,room,8,8,intermediate_recovery_auc,3.4454908667332456,3.674157303370785,1.3894331950679863,2.6958015931795374,4.159224922183383,16,8,20260716,2000,intermediate_recovery_auc
gap,room,32,28,intermediate_recovery_auc,3.051458357697384,3.2095265926358847,2.1600902035156335,2.0775479599638715,4.0654992012149895,16,8,20260716,2000,intermediate_recovery_auc
gap,room,64,66,intermediate_recovery_auc,2.5533671777778375,2.62852822580645,1.2417081769377036,1.9604682796717143,3.212410579189684,16,8,20260716,2000,intermediate_recovery_auc
gap,room,128,127,intermediate_recovery_auc,2.200981456418566,2.233138629283488,1.3096794972379735,1.656480143688087,2.7346463752080954,16,8,20260716,2000,intermediate_recovery_auc
prefix,cards,0,0,intermediate_recovery_auc,3.1270039818841333,3.187499999999999,1.1907602275969116,2.551211919009936,3.7919295078039426,16,8,20260716,2000,intermediate_recovery_auc
prefix,cards,8,10,intermediate_recovery_auc,2.8787247841734143,2.611630625365283,1.1414503580576436,2.2616184323386794,3.561148758166204,16,8,20260716,2000,intermediate_recovery_auc
prefix,cards,32,29,intermediate_recovery_auc,3.186619332994008,2.9369923554706157,1.1071885721804715,2.6156324150576022,3.962247819377245,16,8,20260716,2000,intermediate_recovery_auc
prefix,cards,64,68,intermediate_recovery_auc,3.1484649748990523,2.947243755383289,1.2819642905938775,2.583437575913779,3.9906023118234732,16,8,20260716,2000,intermediate_recovery_auc
prefix,cards,128,126,intermediate_recovery_auc,3.2090735763614178,3.144480094290204,1.4867966952978857,2.5356645065953054,4.188242192335471,16,8,20260716,2000,intermediate_recovery_auc
prefix,meadow,0,0,intermediate_recovery_auc,3.1270039818841333,3.187499999999999,1.1907602275969116,2.551211919009936,3.7919295078039426,16,8,20260716,2000,intermediate_recovery_auc
prefix,meadow,8,8,intermediate_recovery_auc,2.711670617145606,2.735135135135134,1.8818105111096073,1.8751629408102044,3.611997652029327,16,8,20260716,2000,intermediate_recovery_auc
prefix,meadow,32,35,intermediate_recovery_auc,3.3988050846061815,3.118023423944475,2.1845876041153725,2.4820472952187473,4.844831092822892,16,8,20260716,2000,intermediate_recovery_auc
prefix,meadow,64,69,intermediate_recovery_auc,3.1356456924475458,2.7227316993994473,2.1678095501057397,2.2040670791396333,4.711293233411044,16,8,20260716,2000,intermediate_recovery_auc
prefix,meadow,128,125,intermediate_recovery_auc,3.294243237947343,2.7172211350293534,2.0542944706513833,2.3134977628001794,4.785963617021928,16,8,20260716,2000,intermediate_recovery_auc
prefix,room,0,0,intermediate_recovery_auc,3.1270039818841333,3.187499999999999,1.1907602275969116,2.551211919009936,3.7919295078039426,16,8,20260716,2000,intermediate_recovery_auc
prefix,room,8,8,intermediate_recovery_auc,3.200840261025329,2.8343571741992095,1.7443066627505184,2.3176282479986012,4.398385799982473,16,8,20260716,2000,intermediate_recovery_auc
prefix,room,32,28,intermediate_recovery_auc,3.22240390117798,2.9103695985961817,1.554109750213847,2.4191506845434594,4.320663066730822,16,8,20260716,2000,intermediate_recovery_auc
prefix,room,64,66,intermediate_recovery_auc,3.2563250187089317,3.106549202127659,2.0181108189910977,2.369504874697092,4.550405892701571,16,8,20260716,2000,intermediate_recovery_auc
prefix,room,128,127,intermediate_recovery_auc,4.086128064985634,4.127756525652565,1.8324745284635038,3.222783585653884,5.250556517752754,16,8,20260716,2000,intermediate_recovery_auc
gap,cards,0,0,intermediate_peak_recovery,0.24252626375365294,0.2378732320586694,0.049651436064675196,0.21735650872122023,0.27478834473667185,16,8,20260716,2000,intermediate_peak_recovery
gap,cards,8,10,intermediate_peak_recovery,0.22130675782793766,0.21742424242424235,0.035901021201916586,0.2052669657805264,0.2404015197234482,16,8,20260716,2000,intermediate_peak_recovery
gap,cards,32,29,intermediate_peak_recovery,0.20230006364373923,0.2035723024223146,0.06271566753747888,0.16685569637936193,0.23493333569313807,16,8,20260716,2000,intermediate_peak_recovery
gap,cards,64,68,intermediate_peak_recovery,0.198583878647116,0.20526315789473681,0.05203512461221212,0.16699752804369813,0.22704438305725344,16,8,20260716,2000,intermediate_peak_recovery
gap,cards,128,126,intermediate_peak_recovery,0.15407873941569222,0.1697712418300653,0.054697982521519535,0.12293785746471608,0.18467814017384587,16,8,20260716,2000,intermediate_peak_recovery
gap,meadow,0,0,intermediate_peak_recovery,0.24252626375365294,0.2378732320586694,0.049651436064675196,0.21735650872122023,0.27478834473667185,16,8,20260716,2000,intermediate_peak_recovery
gap,meadow,8,8,intermediate_peak_recovery,0.19894192315733816,0.18159340659340656,0.06911996482808698,0.16325280533986355,0.2415641072419805,16,8,20260716,2000,intermediate_peak_recovery
gap,meadow,32,35,intermediate_peak_recovery,0.1853274642392575,0.2023809523809523,0.06306593981846202,0.15317271442350458,0.2168977202786769,16,8,20260716,2000,intermediate_peak_recovery
gap,meadow,64,69,intermediate_peak_recovery,0.18581517154652458,0.18879749314531918,0.07784004520263006,0.1443919369920822,0.2246859861561299,16,8,20260716,2000,intermediate_peak_recovery
gap,meadow,128,125,intermediate_peak_recovery,0.1346927210242128,0.13083735909822858,0.05007608762149718,0.10963865899380176,0.16330399919113983,16,8,20260716,2000,intermediate_peak_recovery
gap,room,0,0,intermediate_peak_recovery,0.24252626375365294,0.2378732320586694,0.049651436064675196,0.21735650872122023,0.27478834473667185,16,8,20260716,2000,intermediate_peak_recovery
gap,room,8,8,intermediate_peak_recovery,0.2080752380888326,0.1926646045072912,0.04553039056820335,0.18805814046676994,0.23432270072082903,16,8,20260716,2000,intermediate_peak_recovery
gap,room,32,28,intermediate_peak_recovery,0.19162310986189132,0.194693749015903,0.07748193454706714,0.15207774754042472,0.22919046921902003,16,8,20260716,2000,intermediate_peak_recovery
gap,room,64,66,intermediate_peak_recovery,0.16598052253432288,0.16900143678160914,0.05654650533895195,0.1355089624253979,0.19880305195014847,16,8,20260716,2000,intermediate_peak_recovery
gap,room,128,127,intermediate_peak_recovery,0.1651079321288798,0.1649484536082474,0.0580718274745857,0.13302310095362768,0.19645794085834764,16,8,20260716,2000,intermediate_peak_recovery
prefix,cards,0,0,intermediate_peak_recovery,0.24252626375365294,0.2378732320586694,0.049651436064675196,0.21735650872122023,0.27478834473667185,16,8,20260716,2000,intermediate_peak_recovery
prefix,cards,8,10,intermediate_peak_recovery,0.20426414950488048,0.1988247449309053,0.04488202730354847,0.1790850029118929,0.23270877279836977,16,8,20260716,2000,intermediate_peak_recovery
prefix,cards,32,29,intermediate_peak_recovery,0.2541524901011917,0.2458501208702659,0.04301968329274414,0.22935120302072354,0.2831109682004999,16,8,20260716,2000,intermediate_peak_recovery
prefix,cards,64,68,intermediate_peak_recovery,0.2547768054454426,0.2546296296296296,0.05954766798873579,0.23284519905159437,0.287894459463177,16,8,20260716,2000,intermediate_peak_recovery
prefix,cards,128,126,intermediate_peak_recovery,0.2748317044983524,0.2647551978537894,0.052304788459056506,0.2521646484179084,0.3067443147068503,16,8,20260716,2000,intermediate_peak_recovery
prefix,meadow,0,0,intermediate_peak_recovery,0.24252626375365294,0.2378732320586694,0.049651436064675196,0.21735650872122023,0.27478834473667185,16,8,20260716,2000,intermediate_peak_recovery
prefix,meadow,8,8,intermediate_peak_recovery,0.206579981804332,0.1944444444444444,0.047681321388611725,0.1821619890755379,0.23867776710137123,16,8,20260716,2000,intermediate_peak_recovery
prefix,meadow,32,35,intermediate_peak_recovery,0.2942631960253955,0.29339477726574503,0.08859481519878257,0.2468117778466005,0.34767301630780895,16,8,20260716,2000,intermediate_peak_recovery
prefix,meadow,64,69,intermediate_peak_recovery,0.24490403606433098,0.22800728348696936,0.0784947149601918,0.2106730950523763,0.30168431976380283,16,8,20260716,2000,intermediate_peak_recovery
prefix,meadow,128,125,intermediate_peak_recovery,0.24979781090745218,0.2259547383309759,0.06805794349221672,0.21512538431627956,0.2974288234140979,16,8,20260716,2000,intermediate_peak_recovery
prefix,room,0,0,intermediate_peak_recovery,0.24252626375365294,0.2378732320586694,0.049651436064675196,0.21735650872122023,0.27478834473667185,16,8,20260716,2000,intermediate_peak_recovery
prefix,room,8,8,intermediate_peak_recovery,0.21395845623434404,0.19760264140109096,0.06360557223877385,0.1809167182130688,0.2600811955667265,16,8,20260716,2000,intermediate_peak_recovery
prefix,room,32,28,intermediate_peak_recovery,0.2385010155402246,0.23864289821736626,0.06389849130565801,0.20490913355188342,0.28089660576175246,16,8,20260716,2000,intermediate_peak_recovery
prefix,room,64,66,intermediate_peak_recovery,0.2944167011406675,0.27971201375456695,0.09004349312576337,0.24824498894052002,0.34504638552044103,16,8,20260716,2000,intermediate_peak_recovery
prefix,room,128,127,intermediate_peak_recovery,0.34668769738642136,0.32245724572457246,0.09534825520131485,0.29353070675731163,0.4065077809331024,16,8,20260716,2000,intermediate_peak_recovery
