layer,head,source_position,value_field,mean,median,ci95_low_cluster_bootstrap,ci95_high_cluster_bootstrap,num_directions,num_reciprocal_clusters,bootstrap_seed,bootstrap_resamples
23,25,10,combined_causal_effect,0.00048062365759786175,0.0,-0.004128399205097986,0.004624819588478569,16,8,20260715,2000
23,25,2,combined_causal_effect,0.0029231169638757877,4.336808689942018e-18,-0.00011194640375980673,0.006596764874618127,16,8,20260715,2000
23,25,3,combined_causal_effect,0.0018217968625577328,0.0,-0.0005434782608695557,0.004511675202062427,16,8,20260715,2000
23,25,4,combined_causal_effect,0.0010630651051846752,0.0,-0.0026427025759566416,0.004500311735366093,16,8,20260715,2000
23,25,5,combined_causal_effect,0.00032386997060910195,0.0,-0.002617753623188404,0.0029272131853653625,16,8,20260715,2000
23,25,6,combined_causal_effect,0.00139402858237777,0.0,-0.002809321622670809,0.005811801988772098,16,8,20260715,2000
23,25,7,combined_causal_effect,0.003074177294625667,0.0024038461538461453,-0.0018527805838862172,0.0077978451292819466,16,8,20260715,2000
23,25,8,combined_causal_effect,0.002042044515719788,0.0024038461538461453,-0.002195808041596081,0.005371131925140073,16,8,20260715,2000
23,25,9,combined_causal_effect,0.001980209442507684,0.005244755244755236,-0.002641968424233348,0.005877000062706018,16,8,20260715,2000
23,26,0,combined_causal_effect,-0.0007047996161447186,0.0,-0.004592962574110662,0.002909200174825176,16,8,20260715,2000
23,26,1,combined_causal_effect,0.0008864678134420159,0.0,-0.0036319730216853993,0.005092507811945341,16,8,20260715,2000
23,26,10,combined_causal_effect,0.0014686830379765225,0.002403846153846154,-0.0025528141469038034,0.005198738648127233,16,8,20260715,2000
23,26,2,combined_causal_effect,0.002799007321253915,0.002840909090909091,-0.0014022737346467053,0.007504159035863309,16,8,20260715,2000
23,26,3,combined_causal_effect,0.002258815856474152,0.0024038461538461453,-0.0023688659188383964,0.006857170895343789,16,8,20260715,2000
23,26,4,combined_causal_effect,0.002349733487303466,0.0052447552447552614,-0.001839318799407115,0.005997486117539605,16,8,20260715,2000
23,26,5,combined_causal_effect,0.0024397490537117006,0.002840909090909091,-0.002188914625894884,0.006068836154903078,16,8,20260715,2000
23,26,6,combined_causal_effect,-0.00037031435366623633,0.0,-0.0045158358187615075,0.0032418931313415314,16,8,20260715,2000
23,26,7,combined_causal_effect,0.00204204451571979,0.005244755244755236,-0.0021474192134857918,0.005441872050334177,16,8,20260715,2000
23,26,8,combined_causal_effect,0.00168293889081933,0.0,-0.0011594202898550687,0.0046022837556465275,16,8,20260715,2000
23,26,9,combined_causal_effect,0.0015447082928421345,0.0,-0.0022702197033039255,0.0052310378147694785,16,8,20260715,2000
23,27,0,combined_causal_effect,0.0020615841366541194,0.0024038461538461453,-0.0012094764929282329,0.005043143137566088,16,8,20260715,2000
23,27,1,combined_causal_effect,0.0026836516079084176,0.0,-0.0015178571428571415,0.0060601705471606294,16,8,20260715,2000
